Drug,Targets
paricalcitol,"['CYP3A4', 'VDR', 'CYP24A1', 'UGT1A4']"
chlorotrianisene,"['CYP19A1', 'ESR1']"
fexofenadine,"['CYP2D6', 'ABCB1', 'SLCO1A2', 'SLCO1B1', 'SLCO2B1', 'SLCO1B3', 'HRH1']"
ru82129,['SRC']
ibandronate,['FDPS']
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3h-benzimidazol-5-yl]oxy]-n-methyl-pyridine-2-carboxamide,['KDR']
ana971,['TLR7']
2'deoxy-thymidine-5'-diphospho-alpha-d-glucose,[]
isopentenyl pyrophosphate,"['FDPS', 'GGPS1']"
c1 esterase inhibitor (recombinant),"['F2', 'C1R', 'C1S', 'PLAT', 'F11', 'KLKB1', 'F12']"
"(1s)-2-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-1-[(pentanoyloxy)methyl]ethyl octanoate",[]
beta-d-glucose,"['PTGS1', 'PYGL', 'PYGM', 'AMY2A', 'AMY2A', 'MB', 'HK1', 'GCK', 'GNPDA1', 'NUDT9', 'SMARCA5', 'AMY1C', 'NCAN', 'LGALS2', 'LGALS7B', 'SFTPD', 'IFNB1']"
s-(p-nitrobenzyl)glutathione,['GSTP1']
chlorambucil,"['SLCO1A2', 'GSTP1']"
leucine phosphonic acid,['LAP3']
filgrastim-sndz,['CSF3R']
mgcd-0103,"['HDAC2', 'HDAC1', 'HDAC3']"
"3-({[3,5-difluoro-3'-(trifluoromethoxy)biphenyl-4-yl]amino}carbonyl)thiophene-2-carboxylic acid",['DHODH']
"(4r)-4-(3-hydroxyphenyl)-n,n,7,8-tetramethyl-3,4-dihydroisoquinoline-2(1h)-carboxamide",['KIF11']
5-(7-(5-hydro-4-ethyl-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole,[]
"1-tert-butyl-3-(4-chloro-phenyl)-1h-pyrazolo[3,4-d]pyrimidin-4-ylamine","['SRC', 'LCK', 'LYN']"
"1-((1r,2s)-1-{2-[2-(4-chlorophenyl)-1,3-benzoxazol-7-yl]ethyl}-2-hydroxypropyl)-1h-imidazole-4-carboxamide",['ADA']
"7,8-dihydrobiopterin","['PAH', 'TH', 'NOS2', 'PCBD1']"
hyaluronidase,"['TGFB1', 'ALB']"
4-(2-aminophenyl)-4-oxobutanoic acid,['AGXT']
n-butyl-n'-hydroxyguanidine,['NOS1']
monoisopropyl ester phosphonic acid group,"['BCHE', 'BCHE']"
eletriptan,"['CYP2D6', 'ABCB1', 'PTGS1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2A6', 'HTR1D', 'HTR1B', 'HTR1F', 'HTR1A', 'HTR1E', 'HTR2B', 'HTR7']"
"8-(6-bromo-benzo[1,3]dioxol-5-ylsulfanyl)-9-(3-isopropylamino-propyl)-adenine","['HSP90AA1', 'HSP90AB1']"
"2,2,2-trifluoro-1-{5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8h)-yl)carbonyl]thiophen-2-yl}ethane-1,1-diol",['HDAC4']
manganese,['ACO1']
n-methylmesoporphyrin,[]
{[7-(difluoro-phosphono-methyl)-naphthalen-2-yl]-difluoro-methyl}-phosphonic acid,['PTPN1']
conivaptan,"['AVPR2', 'AVPR1A', 'CYP3A4']"
"3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2h)-yl}-n,4-dimethylbenzamide",['MAPK14']
12-bromododecanoic acid,['PAEP']
menthol,"['OPRK1', 'TRPM8']"
phosphorylated dihydropteroate,[]
rucaparib,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'PARP1', 'PARP2', 'PARP3']"
ferric pyrophosphate,['FTH1']
"n,n-bis(4-chlorobenzyl)-1h-1,2,3,4-tetraazol-5-amine",[]
silodosin,"['ABCB1', 'CYP3A4', 'UGT2B7', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'ABCB4']"
triflupromazine,"['ABCB1', 'BCHE', 'DRD2', 'CHRM1', 'CHRM2', 'HTR2B', 'DRD1']"
"5-(5-(2,6-dichloro-4-(4,5-dihydro-2-oxazoly)phenoxy)pentyl)-3-methyl isoxazole",[]
"{3-[(4,5,7-trifluoro-1,3-benzothiazol-2-yl)methyl]-1h-indol-1-yl}acetic acid",['AKR1B1']
alpha-ketoisovalerate,"['BCAT2', 'SLC16A3', 'SLC16A7', 'SLC16A1']"
4-methylimidazole,"['CA2', 'CA5A', 'MB']"
ru82197,['SRC']
dapiprazole,"['ADRA1A', 'ADRA1B', 'ADRA1D']"
"n-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",['LCK']
"3-(carboxymethoxy)thieno[2,3-b]pyridine-2-carboxylic acid",['PTPN1']
4-bromo-3-(carboxymethoxy)-5-(4-hydroxyphenyl)thiophene-2-carboxylic acid,['PTPN1']
acetic acid,"['SLC16A1', 'SLCO2B1']"
5'-deoxy-5'-methylthioadenosine,['MTAP']
sulbactam,[]
"2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol","['ESR2', 'NCOA1']"
amdinocillin,[]
"(10alpha,13alpha,14beta,17alpha)-17-hydroxyandrost-4-en-3-one","['AKR1C1', 'AKR1C2']"
6-(cyclohexylmethoxy)-8-isopropyl-9h-purin-2-amine,['CDK2']
"2-amino-7-fluoro-5-oxo-5h-chromeno[2,3-b]pyridine-3-carboxamide",[]
(2s)-1-{[5-(1h-indazol-5-yl)pyridin-3-yl]oxy}-3-[(7as)-7ah-indol-3-yl]propan-2-amine,['PRKACA']
[n-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,['CASP3']
"4,7-dioxosebacic acid",['ALAD']
"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",[]
4-[5-[2-(1-phenyl-ethylamino)-pyrimidin-4-yl]-1-methyl-4-(3-trifluoromethylphenyl)-1h-imidazol-2-yl]-piperidine,['MAPK14']
dexchlorpheniramine maleate,"['CYP2D6', 'SLC22A2', 'SLC22A1', 'HRH1']"
"bishydroxy[2h-1-benzopyran-2-one,1,2-benzopyrone]",['NQO1']
amantadine,"['ABCB1', 'DDC', 'SLC22A2', 'SLC22A1', 'GRIN3A', 'DRD2', 'MAOB']"
gsk-923295,['CENPE']
"4-hydroxy-1,2,5-oxadiazole-3-carboxylic acid",['LDHB']
glycine betaine,['BCHE']
"2-(toluene-4-sulfonyl)-2h-benzo[d][1,2,3]diazaborinin-1-ol",[]
"3-bromo-5-phenyl-n-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine",['CDK2']
sot-107,[]
lutropin alfa,['LHCGR']
"2-[(2',3',4'-trifluorobiphenyl-2-yl)oxy]ethanol",['CTSS']
ppi-2458,['METAP2']
ecabet,['NOXO1']
oxyphenonium,['CHRM1']
"9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol","['CDK2', 'CCNA2']"
"n-methyl-4-{[(2-oxo-1,2-dihydro-3h-indol-3-ylidene)methyl]amino}benzenesulfonamide",['CDK2']
nitrofurantoin,"['ABCG2', 'POR']"
"5-(dodecylthio)-1h-1,2,3-triazole-4-carboxylic acid",['HAO1']
trimethaphan,['BCHE']
tofacitinib,"['CYP3A4', 'ALB', 'CYP2C19', 'JAK2', 'JAK1', 'JAK3']"
"5-[1-(3,4-dimethoxy-benzoyl)-1,2,3,4-tetrahydro-quinolin-6-yl]-6-methyl-3,6-dihydro-[1,3,4]thiadiazin-2-one",['TNNC1']
"(4s)-2-[(1e)-1-aminoprop-1-enyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid",[]
"2-[2-(2-fluorophenyl)pyridin-4-yl]-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one","['MAPKAPK2', 'MAPKAPK3']"
"methyl n-[(2',4'-difluoro-4-hydroxy-5-iodobiphenyl-3-yl)carbonyl]-beta-alaninate",['TTR']
gemfibrozil,"['CYP1A2', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'SLCO1B1', 'PPARA']"
"glyoxalate, glyoxylate",['SLC16A3']
4-{2-[4-(2-aminoethyl)piperazin-1-yl]pyridin-4-yl}-n-(3-chloro-4-methylphenyl)pyrimidin-2-amine,[]
cefditoren,[]
"n-{2-[(4'-cyano-1,1'-biphenyl-4-yl)oxy]ethyl}-n'-hydroxy-n-methylurea",['MMP8']
promazine,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'DRD2', 'CHRM3', 'CHRM1', 'HTR2C', 'CHRM2', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HRH1', 'HTR2A', 'DRD1', 'DRD4', 'CHRM4', 'CHRM5']"
4-(1-amino-1-carboxy-ethyl)-benzoic acid,['GRM1']
cefdinir,"['MPO', 'SLC22A5', 'SLC15A2']"
mp470,"['PDGFRA', 'FLT3', 'KIT', 'RET', 'MET', 'RAD51']"
(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,['PPARG']
"6-amino-benzo[de]isoquinoline-1,3-dione",['PARP1']
dodecanesulfonate ion,['BCHE']
(s)-(+)-2-[4-(fluorobenzyloxy-benzylamino)propionamide],['MAOB']
desmopressin,"['PTGS2', 'AVPR2', 'AVPR1A', 'AVPR1B', 'PTGS1']"
"4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide",['CA2']
"rel-(9r,12s)-9,10,11,12-tetrahydro-9,12-epoxy-1h-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-1,3(2h)-dione",['CHEK1']
guanosine-5'-diphosphate,"['ADSSL1', 'TGM2', 'TGM3', 'NME1', 'NME2', 'ARF6', 'RAB11A', 'EEF2', 'RAB8B', 'HRAS', 'RAB5A', 'GMDS', 'CDC42', 'ARF1', 'GNAT1', 'RAB9A', 'ARL3', 'IRGC', 'RHEB', 'RAP2A', 'TUFM', 'EIF2S3', 'GNAI1', 'ARL1', 'RAN', 'RAB7A', 'GSPT1', 'EEF1A1', 'RHOA', 'ARF4', 'RALA', 'ARL5B', 'RAC1', 'SAR1B', 'ARL5A']"
2-hydroxyethyl disulfide,"['GSTA1', 'GSTA1']"
n-propargyl-1(s)-aminoindan,"['MAOB', 'MAOB']"
lisdexamfetamine,"['SLC6A3', 'ADRA1B']"
alvimopan,"['OPRM1', 'OPRK1', 'OPRD1']"
av608,['TACR1']
miglustat,['UGCG']
"9-deazainosine-2',3'-o-ethylidenephosphonate",['PNP']
terconazole,[]
"methyl n-[(2s,3r)-3-amino-2-hydroxy-3-(4-isopropylphenyl)propanoyl]-d-alanyl-d-leucinate",[]
rta 744,['TOP2A']
"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",['HPGDS']
tasosartan,"['CYP3A4', 'AGTR1', 'AGTR2']"
nusinersen,[]
crizotinib,"['ABCB1', 'CYP3A4', 'CYP3A5', 'CYP2B6', 'ALK', 'MET']"
levobunolol,"['ADRB1', 'ADRB2']"
"5-chloro-n-((1r,2s)-2-(4-(2-oxopyridin-1(2h)-yl)benzamido) cyclopentyl)thiophene-2-carboxamide",['F10']
(2s)-1-(9h-carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol,['ADRB2']
6-carboxymethyluracil,['DPYD']
ciclesonide,"['CYP2D6', 'CYP3A4', 'NR3C1', 'SERPINA6', 'CES1']"
"4-[4-(2,5-dioxo-pyrrolidin-1-yl)-phenylamino]-4-hydroxy-butyric acid","['MYL6B', 'MYL12A', 'MYH7']"
"n-[5-(ethylsulfonyl)-2-methoxyphenyl]-5-[3-(2-pyridinyl)phenyl]-1,3-oxazol-2-amine",['KDR']
heptulose-2-phosphate,['PYGM']
"4-(2,5-diamino-5-hydroxy-pentyl)-phenol",['F2']
cra-024781,['HDAC1']
hydroxyphenyl propionic acid,[]
2'-deoxyuridylic acid,['TYMS']
cnf1010,"['HSP90AA1', 'HSP90AB1']"
n-pyridoxyl-2-methyl-l-glutamic acid-5'-monophosphate,[]
"(2s)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",['GSG2']
1-[[(1e)-2-(4-chlorophenyl)ethenyl]sulfonyl]-4-[[1-(4-pyridinyl)-4-piperidinyl]methyl]piperazine,['F10']
"1-tert-butyl-3-(2,5-dimethylbenzyl)-1h-pyrazolo[3,4-d]pyrimidin-4-amine",['AR']
adenosine-3'-5'-diphosphate,"['RNASE1', 'SULT1A1', 'SULT1E1', 'SULT2A1', 'SULT2B1', 'HS3ST1', 'RNASE2', 'HS3ST3A1', 'NDST1', 'SULT1B1']"
6-chloro-n-{(3s)-1-[(1s)-1-methyl-2-(4-morpholinyl)-2-oxo ethyl]-2-oxo-3-pyrrolidinyl}-2-naphthalenesulfonamide,['F10']
tibolone,['ESR1']
ceftizoxime,[]
se-ethyl-isoselenourea,['NOS3']
"glutathione s-(2,4 dinitrobenzene)","['GSTM2', 'GSTM1']"
demeclocycline,[]
ceftolozane,[]
"(6r)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3h)-one",['BACE1']
levomenol,"['SLCO1B1', 'SLCO1B3']"
"5-(5-chloro-7h-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1h-imidazo[4,5-c]pyridine","['AKT1', 'GSK3B']"
2-deoxy-2-aminogalactose,['LGALS7B']
"4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]benzenesulfonamide",['CDK2']
7-methyl-guanosine-5'-triphosphate,['EIF4E']
cytidine,['UCK2']
"2,5-o,o-bis-{4',4''-amidinophenyl}-1,4:3,6-dianhydro-d-sorbitol",['PRSS1']
grepafloxacin,"['CYP1A2', 'ABCB1', 'CYP3A4', 'ABCC2', 'ABCC1', 'SLC22A6', 'SLC22A2', 'SLC22A5']"
ergocalciferol,"['CYP3A4', 'CYP27A1', 'VDR', 'CYP24A1', 'CYP27B1', 'CYP2R1']"
etoricoxib,"['PTGS2', 'CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2C19']"
phencyclidine,"['GRIN3A', 'CYP2B6', 'SIGMAR1']"
"(1s)-1-cyclopropyl-2-[(2s)-4-(2,5-difluorophenyl)-2-phenyl-2,5-dihydro-1h-pyrrol-1-yl]-2-oxoethanamine",['KIF11']
arbaclofen,"['GABBR1', 'GABBR2']"
agomelatine,"['CYP1A2', 'CYP2C9', 'HTR2C', 'MTNR1A', 'MTNR1B']"
aminophylline,"['CYP1A2', 'CYP3A4', 'CYP2E1', 'ADORA1', 'HDAC2', 'PDE3A']"
adenosine monophosphate,"['PYGL', 'CREB1', 'PIM1', 'PDE4B', 'PRKAB1', 'HINT1', 'PDE4D', 'ACSS1', 'ACSS2', 'PRKAA1', 'PRKAB2', 'ADCY1', 'ACSL1', 'FBP1', 'ADK', 'AMPD1', 'APRT']"
"2-[3-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-propylamino]-2-hydroxymethyl-propane-1,3-diol",['PDE4D']
melatonin,"['MPO', 'MPO', 'CYP1A2', 'CALR', 'CYP2C9', 'CYP19A1', 'CYP2C19', 'CYP1B1', 'SLC22A8', 'IDO1', 'NQO2', 'CYP1A1', 'ESR1', 'CALM3', 'MTNR1A', 'MTNR1B', 'ASMT', 'ASMT']"
"1-(2-nitrophenyl)-2,2,2-trifluoroethyl]-arsenocholine",['ACHE']
"1,6,7,8,9,11a,12,13,14,14a-decahydro-1,13-dihydroxy-6-methyl-4h-cyclopent[f]oxacyclotridecin-4-one","['CYTH2', 'ARF1']"
griseofulvin,"['CYP1A2', 'CYP3A4', 'KRT12']"
isosorbide dinitrate,"['CYP3A4', 'CYP2E1', 'NPR1']"
adefovir dipivoxil,"['SLC22A6', 'SLC22A3', 'SLC22A8', 'ABCC4', 'ABCC5', 'AK2', 'NME1', 'NME2']"
uridine,"['SLC29A1', 'LSM6']"
4-bromo-3-(carboxymethoxy)-5-phenylthiophene-2-carboxylic acid,['PTPN1']
benzylpenicilloyl polylysine,"['FCER1A', 'FCER1G']"
s-benzyl-glutathione,"['GSTA1', 'GSTA1', 'GLO1']"
tyrosinal,['YARS']
etorphine,"['OPRM1', 'OPRK1', 'OPRD1', 'POMC', 'OPRL1', 'TRIM13']"
agmatine,"['SLC22A2', 'SLC22A1', 'SLC22A3', 'GRIN1', 'KCNJ1', 'ADRA2C', 'CACNA1B', 'CHRNA1', 'NISCH', 'ASIC3', 'SLC7A7']"
dihydrofolic acid,[]
5-aminoimidazole ribonucleoside,[]
"2,4-diamino-6-[n-(2',5'-dimethoxybenzyl)-n-methylamino]quinazoline",['DHFR']
"(2r)-2-amino-3,3,3-trifluoro-n-hydroxy-2-{[(4-phenoxyphenyl)sulfonyl]methyl}propanamide",['MMP9']
dipicolinic acid,[]
adl 10-0101,['OPRK1']
chlorphenamine,"['CYP2D6', 'CYP3A4', 'CYP3A5', 'SLC22A2', 'SLC22A1', 'SLC6A4', 'SLC6A3', 'SLC6A2', 'HRH1']"
l-cysteine,"['CBS', 'NFS1', 'GOT1', 'CSAD', 'CTH', 'SLC16A10', 'GCLC', 'GCLM', 'GSS', 'CARS', 'MGMT', 'SLC19A3', 'CDO1']"
n-(4-carbamimidoyl-3-choro-phenyl)-2-hydroxy-3-iodo-5-methyl-benzamide,['PLAU']
atezolizumab,['CD274']
"(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",[]
ranitidine,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C19', 'CYP3A5', 'SLC22A1', 'SLC22A8', 'HRH2']"
"(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine",['DPP4']
6-cyclohexylmethyloxy-2-(4'-hydroxyanilino)purine,"['CDK2', 'CCNA2']"
4-diphosphocytidyl-2-c-methyl-d-erythritol,[]
chloropyramine,['HRH1']
(s)-n-(1-(3-chloro-4-fluorophenyl)-2-hydroxyethyl)-4-(4-(3-chlorophenyl)-1h-pyrazol-3-yl)-1h-pyrrole-2-carboxamide,['MAPK1']
4-(2-aminoethyl)benzenesulfonyl fluoride,"['GAPDH', 'ATP6V1B2']"
(1s)-menthyl hexyl phosphonate group,['BCHE']
netilmicin,[]
5-chloro-n-(2-(4-(2-oxopyridin-1(2h)-yl)benzamido)ethyl)thiophene-2-carboxamide,['F10']
5'-o-(n-(l-cysteinyl)-sulfamoyl)adenosine,['EPRS']
ximelagatran,"['F2', 'CYP2C9']"
2-[5-hydroxy-3-methyl-1-(2-methyl-4-sulfo-phenyl)-1h-pyrazol-4-ylazo]-4-sulfo-benzoic acid,['ATIC']
glucosamine 4-phosphate,[]
epirubicin,"['PLA2G4A', 'ABCC1', 'UGT2B7', 'TOP2A', 'CHD1']"
kb002,"['CSF2RA', 'CSF2']"
6-[2-(1h-indol-6-yl)ethyl]pyridin-2-amine,['BACE1']
hydantocidin-5'-phosphate,[]
chromic chloride,['INSR']
interferon alfa-n3,"['IFNAR2', 'IFNAR1']"
furoyl-leucine,[]
enclomiphene,['CYP2D6']
"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5h-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",['PKM']
"2-(6-hydroxy-1,3-benzothiazol-2-yl)-1,3-thiazol-4(5h)-one",['ACSBG1']
tenocyclidine,"['GRIN2D', 'GRIN3B', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN3A']"
mpi-674,['CYP19A1']
1-(2-amidinophenyl)-3-(phenoxyphenyl)urea,['PRSS1']
folic acid,"['CYP2E1', 'ABCC3', 'SLC22A6', 'ABCG2', 'MTHFR', 'ABCC4', 'FOLR2', 'FOLR3', 'GGH', 'ABCC11', 'SLC46A1', 'SLC25A32']"
clofarabine,"['ABCG2', 'RRM1', 'POLA1', 'DCK']"
rosiglitazone,"['CYP1A2', 'CYP2D6', 'PTGS1', 'CYP2C9', 'ALB', 'CYP2C19', 'CYP2C8', 'SLCO1B1', 'PPARG', 'ACSL4', 'CYP2A6']"
cis-tetracosenoyl sulfatide,['CD1D']
regadenoson,['ADORA2A']
"uridine-2',3'-vanadate",['RNASE1']
bv3,[]
n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide,"['MAPK1', 'MAPK10']"
2-phenylethylamine,"['PRSS1', 'PRSS2']"
fluorotryptophane,"['GSTM1', 'TPI1']"
phosphatidylethanolamine,['PROCR']
"(21s)-1aza-4,4-dimethyl-6,19-dioxa-2,3,7,20-tetraoxobicyclo[19.4.0] pentacosane",['FKBP1A']
gft505,"['PPARG', 'PPARD', 'PPARA']"
bromocriptine,"['CYP1A2', 'ABCB1', 'CYP3A4', 'DRD2', 'HTR2C', 'ADRA1A', 'ADRA1B', 'ADRA1D', 'HTR1D', 'HTR1B', 'HTR1A', 'HTR2B', 'HTR7', 'HTR2A', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
carbidopa,['DDC']
"(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",['DPP4']
glyceraldehyde-3-phosphate,[]
clofedanol,['HRH1']
"4-(2-(1h-imidazol-4-yl)ethylamino)-2-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",['CSNK2A1']
dalfampridine,"['CYP2E1', 'KCNA1', 'KCND2', 'KCND3', 'KCNA4', 'KCNA2', 'KCNA3', 'KCNA5', 'KCNA6', 'KCNA7', 'KCNA10', 'KCNB1', 'KCNB2', 'KCNC1', 'KCNC2', 'KCNC3', 'KCND1']"
"(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid","['PPARG', 'NCOA1']"
oportuzumab monatox,['EPCAM']
"n-methyl-n-propargyl-3-(2,4-dichlorophenoxy)propylamine",['MAOA']
"(3r)-4,4-difluoro-3-[(4-methoxyphenyl)sulfonyl]butanoic acid",['MMP9']
"1,1,1,3,3,3-hexafluoro-2-{4-[(2,2,2-trifluoroethyl)amino]phenyl}propan-2-ol",['NR1H2']
"4-(6-hydroxy-1h-indazol-3-yl)benzene-1,3-diol","['ESR1', 'NCOA2']"
"s-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2h)-carbothioate",[]
4-sulfonamide-[4-(thiomethylaminobutane)]benzamide,['CA2']
d-glucose,[]
botulinum toxin type a,"['SNAP25', 'RHOB']"
(2s)-2-(1h-indol-3-yl)hexanoic acid,['SKP1']
ogx-427,['HSPB1']
anti-thymocyte globulin (rabbit),"['FCGR2B', 'ITGB3', 'ITGAL', 'CD1A', 'MR1', 'CD86', 'CD4', 'ITGB1', 'ITGAV']"
hydrolyzed cephalothin,[]
(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methylbutan-1-ol,['CDK6']
"1-(1-methylethyl)-3-quinolin-6-yl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",['SRC']
"(1s,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-7-methyl-8-[2-[(2r,4r)-tetrahydro-4-hy droxy-6-oxo-2h-pyran-2-yl]ethyl]-1-naphthalenol",['CES1']
beta-l-fucose,['ACHE']
1-[(2r)-2-aminobutanoyl]-n-(4-carbamimidoylbenzyl)-l-prolinamide,['F2']
pefloxacin,"['CYP1A2', 'TOP2A']"
"5,10-methylene-6-hydrofolic acid",[]
"s,s'-(1,3-phenylene-bis(1,2-ethanediyl))bis-isothiourea",['NOS3']
s-hexylglutathione,"['GSTA1', 'GSTA1', 'GLO1', 'GSTM4', 'GSTP1']"
aminophenazone,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C18', 'CYP2C19', 'CYP2C8', 'SLC22A6', 'CYP17A1']"
cd564,['RARG']
5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-carbonitrile,"['ESR2', 'NCOA1']"
temsirolimus,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP3A5', 'MTOR']"
nandrolone phenpropionate,"['CYP19A1', 'AR']"
4-[(5-methoxy-2-methylphenoxy)methyl]pyridine,"['HBA2', 'HBB']"
cevimeline,"['CYP2D6', 'CYP3A4', 'CHRM3', 'CHRM1', 'FMO1']"
iodipamide,['ALB']
4-hydroxy-n'-(4-isopropylbenzyl)benzohydrazide,"['ESRRG', 'NRIP1']"
bosentan,"['CYP3A4', 'CYP2C9', 'ABCB11', 'EDNRA', 'EDNRB']"
vincristine,"['ABCB1', 'CYP3A4', 'ABCC2', 'CYP3A5', 'ABCC3', 'ABCB11', 'ABCC1', 'ABCC10', 'ABCG2', 'SLC22A3', 'TUBB', 'RALBP1', 'TUBA4A']"
bicalutamide,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'AR']"
opc-14523,['SLC6A4']
"5-[3-(2-methoxyphenyl)-1h-pyrrolo[2,3-b]pyridin-5-yl]-n,n-dimethylpyridine-3-carboxamide",['ABL1']
rosoxacin,[]
"1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine",['ACHE']
"n-[2-(5-methyl-4h-1,2,4-triazol-3-yl)phenyl]-7h-pyrrolo[2,3-d]pyrimidin-4-amine","['AKT1', 'GSK3B']"
octreotide,"['MPO', 'SSTR1', 'SSTR5', 'SSTR2']"
5-methyl-2-[(phenylsulfonyl)amino]benzoic acid,['METAP2']
rivanicline,"['CHRNB2', 'CXCL8']"
anastrozole,"['CYP1A2', 'CYP3A4', 'CYP2C9', 'CYP19A1', 'CYP19A1']"
kai-1455,['PRKCE']
cra_7806,['PRSS1']
"2,6-dihydroanthra/1,9-cd/pyrazol-6-one","['MAPK10', 'MAPK8IP1', 'MAPK8', 'TTK']"
coagulation factor ix (recombinant),"['F2', 'F10', 'LRP1', 'GGCX', 'F7', 'F8', 'F11']"
"isopropyl (2s)-2-ethyl-7-fluoro-3-oxo-3,4-dihydroquinoxaline-1(2h)-carboxylate",[]
"1,2,5-thiadiazolidin-3-one-1,1-dioxide",['PTPN1']
uracil arabinose-3'-phosphate,['RNASE1']
ru78783,['SRC']
2'-deoxyadenosine 5'-triphosphate,['POLB']
dioxothiomolybdenum(vi) ion,['XDH']
alfimeprase,"['FGA', 'FGB']"
t-1249,['SERPINA5']
ibudilast,"['PDE4B', 'PDE4D', 'PDE3A', 'PDE4A', 'PDE4C']"
sd118,"['TNF', 'IL1R1']"
"n'-(3-chloro-4-methoxy-phenyl)-n-(3,4,5-trimethoxyphenyl)-1,3,5-triazine-2,4-diamine",['EPHB4']
ovalicin,"['METAP2', 'METAP1']"
carboxyatractyloside,['SLC25A4']
"(6e)-7-{6-[(1e)-oct-1-enyl]-2,3-diazabicyclo[2.2.1]hept-2-en-5-yl}hept-6-enoic acid",['PTGIS']
al5927,['CA2']
vinylglycine,['ACCS']
"1,6-diaminohexane",[]
l-asparagine,"['SLC38A3', 'SLC16A10', 'ASNS', 'ASRGL1', 'SLC1A5', 'NARS']"
